# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "CO2_4_g4_r3.featureCounts.txt" "CO2_4_g4_r3.bam" 
Geneid	Chr	Start	End	Strand	Length	CO2_4_g4_r3.bam
slr0730|17	slr0730|17	1	18	.	18	23
slr0730|34	slr0730|34	1	20	.	20	341
slr0730|60	slr0730|60	1	19	.	19	120
slr0730|4	slr0730|4	1	19	.	19	95
slr0730|45	slr0730|45	1	21	.	21	302
atpI|167	atpI|167	1	20	.	20	28
atpI|11	atpI|11	1	18	.	18	8
atpI|232	atpI|232	1	18	.	18	32
atpI|41	atpI|41	1	17	.	17	15
atpI|52	atpI|52	1	21	.	21	45
atpH|68	atpH|68	1	20	.	20	74
atpH|34	atpH|34	1	22	.	22	74
atpH|91	atpH|91	1	19	.	19	111
atpH|103	atpH|103	1	22	.	22	148
atpH|10	atpH|10	1	19	.	19	45
atpC|124	atpC|124	1	22	.	22	49
atpC|3	atpC|3	1	17	.	17	2
atpC|85	atpC|85	1	21	.	21	19
atpC|26	atpC|26	1	17	.	17	15
atpC|103	atpC|103	1	22	.	22	59
hypD|73	hypD|73	1	19	.	19	507
hypD|61	hypD|61	1	21	.	21	287
hypD|40	hypD|40	1	18	.	18	235
hypD|112	hypD|112	1	20	.	20	151
hypD|28	hypD|28	1	19	.	19	145
atpA|98	atpA|98	1	18	.	18	449
atpA|178	atpA|178	1	20	.	20	66
atpA|55	atpA|55	1	20	.	20	25
atpA|71	atpA|71	1	19	.	19	93
atpA|41	atpA|41	1	18	.	18	11
atpG|175	atpG|175	1	20	.	20	70
atpG|127	atpG|127	1	17	.	17	48
atpG|16	atpG|16	1	19	.	19	59
atpG|142	atpG|142	1	22	.	22	48
atpG|157	atpG|157	1	17	.	17	161
atpF|85	atpF|85	1	19	.	19	45
atpF|10	atpF|10	1	17	.	17	89
atpF|142	atpF|142	1	19	.	19	55
atpF|28	atpF|28	1	22	.	22	211
atpF|167	atpF|167	1	20	.	20	11
atpD|135	atpD|135	1	18	.	18	131
atpD|118	atpD|118	1	20	.	20	34
atpD|190	atpD|190	1	18	.	18	39
atpD|36	atpD|36	1	22	.	22	76
atpD|161	atpD|161	1	20	.	20	172
glmS|28	glmS|28	1	20	.	20	30
glmS|47	glmS|47	1	21	.	21	93
glmS|91	glmS|91	1	17	.	17	87
glmS|112	glmS|112	1	21	.	21	89
glmS|226	glmS|226	1	18	.	18	184
ssr2972|58	ssr2972|58	1	19	.	19	108
ssr2972|127	ssr2972|127	1	21	.	21	80
ssr2972|90	ssr2972|90	1	17	.	17	315
ssr2972|103	ssr2972|103	1	18	.	18	407
ssr2972|47	ssr2972|47	1	19	.	19	334
slr1501|79	slr1501|79	1	20	.	20	202
slr1501|34	slr1501|34	1	21	.	21	164
slr1501|10	slr1501|10	1	18	.	18	135
slr1501|48	slr1501|48	1	21	.	21	166
slr1501|22	slr1501|22	1	22	.	22	202
slr1774|226	slr1774|226	1	21	.	21	182
slr1774|91	slr1774|91	1	17	.	17	228
slr1774|147	slr1774|147	1	22	.	22	350
slr1774|107	slr1774|107	1	17	.	17	149
slr1774|160	slr1774|160	1	18	.	18	201
slr1773|227	slr1773|227	1	17	.	17	139
slr1773|93	slr1773|93	1	18	.	18	254
slr1773|78	slr1773|78	1	18	.	18	135
slr1773|65	slr1773|65	1	22	.	22	314
slr1773|54	slr1773|54	1	22	.	22	69
slr1772|133	slr1772|133	1	17	.	17	125
slr1772|151	slr1772|151	1	17	.	17	125
slr1772|16	slr1772|16	1	17	.	17	348
slr1772|222	slr1772|222	1	20	.	20	271
slr1772|48	slr1772|48	1	17	.	17	200
trx|126	trx|126	1	19	.	19	229
trx|80	trx|80	1	20	.	20	16
trx|45	trx|45	1	22	.	22	159
trx|102	trx|102	1	19	.	19	51
trx|31	trx|31	1	22	.	22	99
ssl2009|103	ssl2009|103	1	19	.	19	87
ssl2009|233	ssl2009|233	1	21	.	21	197
ssl2009|83	ssl2009|83	1	20	.	20	327
fhuA|187	fhuA|187	1	20	.	20	314
fhuA|127	fhuA|127	1	17	.	17	149
fhuA|103	fhuA|103	1	20	.	20	419
fhuA|28	fhuA|28	1	21	.	21	517
fhuA|157	fhuA|157	1	21	.	21	139
slr1776|112	slr1776|112	1	22	.	22	280
slr1776|48	slr1776|48	1	19	.	19	186
slr1776|100	slr1776|100	1	18	.	18	320
slr1776|141	slr1776|141	1	22	.	22	242
slr1776|85	slr1776|85	1	18	.	18	239
upp|215	upp|215	1	21	.	21	226
upp|196	upp|196	1	17	.	17	142
upp|27	upp|27	1	20	.	20	54
upp|130	upp|130	1	21	.	21	341
upp|156	upp|156	1	17	.	17	206
slr1415|37	slr1415|37	1	22	.	22	257
slr1415|70	slr1415|70	1	20	.	20	205
slr1415|105	slr1415|105	1	19	.	19	126
slr1415|12	slr1415|12	1	18	.	18	235
slr1415|119	slr1415|119	1	21	.	21	208
dapB|79	dapB|79	1	21	.	21	38
dapB|56	dapB|56	1	20	.	20	21
dapB|123	dapB|123	1	17	.	17	149
dapB|180	dapB|180	1	21	.	21	203
dapB|21	dapB|21	1	18	.	18	48
pchR|16	pchR|16	1	19	.	19	199
pchR|49	pchR|49	1	22	.	22	72
pchR|4	pchR|4	1	20	.	20	133
pchR|70	pchR|70	1	19	.	19	152
pchR|29	pchR|29	1	19	.	19	82
psb13|148	psb13|148	1	20	.	20	157
psb13|136	psb13|136	1	17	.	17	116
psb13|19	psb13|19	1	17	.	17	410
psb13|37	psb13|37	1	17	.	17	268
psb13|56	psb13|56	1	19	.	19	151
fus|114	fus|114	1	22	.	22	196
fus|25	fus|25	1	20	.	20	215
fus|9	fus|9	1	19	.	19	243
fus|55	fus|55	1	18	.	18	149
fus|167	fus|167	1	21	.	21	582
llaI_2|982	llaI_2|982	1	19	.	19	159
llaI_2|444	llaI_2|444	1	17	.	17	227
llaI_2|1259	llaI_2|1259	1	20	.	20	192
llaI_2|327	llaI_2|327	1	22	.	22	83
ssl0410|214	ssl0410|214	1	19	.	19	119
ssl0410|19	ssl0410|19	1	20	.	20	95
ssl0410|115	ssl0410|115	1	22	.	22	475
ssl0410|52	ssl0410|52	1	20	.	20	10
sll0230|38	sll0230|38	1	22	.	22	172
sll0230|127	sll0230|127	1	22	.	22	153
sll0230|148	sll0230|148	1	18	.	18	378
sll0230|90	sll0230|90	1	17	.	17	394
sll0230|109	sll0230|109	1	21	.	21	172
msrA2|80	msrA2|80	1	22	.	22	293
msrA2|62	msrA2|62	1	17	.	17	209
msrA2|190	msrA2|190	1	20	.	20	321
msrA2|16	msrA2|16	1	18	.	18	56
msrA2|151	msrA2|151	1	19	.	19	97
psaK|112	psaK|112	1	22	.	22	378
psaK|34	psaK|34	1	22	.	22	144
psaK|136	psaK|136	1	18	.	18	154
psaK|50	psaK|50	1	20	.	20	103
psaK|22	psaK|22	1	21	.	21	215
psaD|64	psaD|64	1	20	.	20	43
psaD|126	psaD|126	1	17	.	17	93
psaD|97	psaD|97	1	18	.	18	23
psaD|21	psaD|21	1	21	.	21	32
psaD|85	psaD|85	1	19	.	19	149
aroK|41	aroK|41	1	21	.	21	36
aroK|259	aroK|259	1	20	.	20	235
aroK|238	aroK|238	1	18	.	18	109
aroK|87	aroK|87	1	19	.	19	85
aroK|76	aroK|76	1	17	.	17	60
rffM|11	rffM|11	1	20	.	20	172
rffM|58	rffM|58	1	17	.	17	236
rffM|190	rffM|190	1	20	.	20	243
rffM|122	rffM|122	1	18	.	18	230
rffM|97	rffM|97	1	19	.	19	150
sll1036|42	sll1036|42	1	21	.	21	231
sll1036|54	sll1036|54	1	20	.	20	583
sll1036|202	sll1036|202	1	19	.	19	150
sll1036|136	sll1036|136	1	17	.	17	512
sll1036|170	sll1036|170	1	19	.	19	308
ssl0426|241	ssl0426|241	1	20	.	20	142
ssl0426|256	ssl0426|256	1	17	.	17	132
ssl0426|148	ssl0426|148	1	17	.	17	93
fecD|29	fecD|29	1	17	.	17	344
fecD|76	fecD|76	1	22	.	22	79
fecD|45	fecD|45	1	22	.	22	235
fecD|59	fecD|59	1	19	.	19	304
fecD|7	fecD|7	1	19	.	19	433
fecE|65	fecE|65	1	17	.	17	183
fecE|47	fecE|47	1	19	.	19	171
fecE|25	fecE|25	1	22	.	22	453
fecE|98	fecE|98	1	17	.	17	535
fecE|13	fecE|13	1	18	.	18	153
fecB|91	fecB|91	1	21	.	21	287
fecB|74	fecB|74	1	18	.	18	228
fecB|106	fecB|106	1	22	.	22	206
fecB|13	fecB|13	1	21	.	21	150
fecB|24	fecB|24	1	20	.	20	150
fecC|147	fecC|147	1	18	.	18	417
fecC|3	fecC|3	1	20	.	20	85
fecC|54	fecC|54	1	18	.	18	133
fecC|67	fecC|67	1	19	.	19	142
fecC|115	fecC|115	1	19	.	19	15
phb|12	phb|12	1	20	.	20	324
phb|112	phb|112	1	21	.	21	142
phb|101	phb|101	1	18	.	18	221
phb|55	phb|55	1	20	.	20	304
phb|139	phb|139	1	18	.	18	277
ssl2733|51	ssl2733|51	1	19	.	19	326
ssl2733|30	ssl2733|30	1	20	.	20	175
ssl2733|187	ssl2733|187	1	18	.	18	565
folK|27	folK|27	1	17	.	17	61
folK|38	folK|38	1	18	.	18	83
folK|106	folK|106	1	22	.	22	236
folK|75	folK|75	1	18	.	18	180
folK|6	folK|6	1	17	.	17	239
sll1039|173	sll1039|173	1	20	.	20	218
sll1039|78	sll1039|78	1	20	.	20	287
sll1039|157	sll1039|157	1	17	.	17	200
sll1039|43	sll1039|43	1	19	.	19	294
sll1039|143	sll1039|143	1	17	.	17	224
cysM|53	cysM|53	1	17	.	17	170
cysM|28	cysM|28	1	18	.	18	150
cysM|40	cysM|40	1	22	.	22	254
cysM|134	cysM|134	1	22	.	22	410
cysM|113	cysM|113	1	18	.	18	193
ccmK2|28	ccmK2|28	1	21	.	21	423
ccmK2|39	ccmK2|39	1	18	.	18	303
ccmK2|151	ccmK2|151	1	22	.	22	352
ccmK2|76	ccmK2|76	1	20	.	20	205
ccmK2|172	ccmK2|172	1	19	.	19	317
sll0228|55	sll0228|55	1	21	.	21	646
sll0228|93	sll0228|93	1	20	.	20	77
sll0228|118	sll0228|118	1	18	.	18	159
sll0228|22	sll0228|22	1	17	.	17	92
sll0228|9	sll0228|9	1	21	.	21	128
cysH|152	cysH|152	1	20	.	20	56
cysH|61	cysH|61	1	19	.	19	45
cysH|79	cysH|79	1	22	.	22	162
cysH|94	cysH|94	1	21	.	21	179
cysH|30	cysH|30	1	20	.	20	13
sll0224|112	sll0224|112	1	21	.	21	99
sll0224|83	sll0224|83	1	19	.	19	114
sll0224|13	sll0224|13	1	17	.	17	152
sll0224|135	sll0224|135	1	22	.	22	214
sll0224|57	sll0224|57	1	22	.	22	209
sll0225|138	sll0225|138	1	19	.	19	214
sll0225|182	sll0225|182	1	18	.	18	382
sll0225|274	sll0225|274	1	21	.	21	159
sll0225|231	sll0225|231	1	17	.	17	126
sll0225|193	sll0225|193	1	19	.	19	61
slr1780|232	slr1780|232	1	20	.	20	333
slr1780|28	slr1780|28	1	17	.	17	182
slr1780|135	slr1780|135	1	22	.	22	113
slr1780|212	slr1780|212	1	20	.	20	128
slr1780|244	slr1780|244	1	20	.	20	75
ccmM|79	ccmM|79	1	21	.	21	163
ccmM|108	ccmM|108	1	22	.	22	108
ccmM|67	ccmM|67	1	22	.	22	94
ccmM|119	ccmM|119	1	22	.	22	113
ccmM|13	ccmM|13	1	22	.	22	296
slr1488|151	slr1488|151	1	18	.	18	86
slr1488|5	slr1488|5	1	19	.	19	352
slr1488|51	slr1488|51	1	22	.	22	90
slr1488|211	slr1488|211	1	17	.	17	113
slr1488|104	slr1488|104	1	20	.	20	193
ccmN|214	ccmN|214	1	19	.	19	235
ccmN|9	ccmN|9	1	22	.	22	175
ccmN|237	ccmN|237	1	20	.	20	224
ccmN|172	ccmN|172	1	17	.	17	191
ccmN|127	ccmN|127	1	21	.	21	690
cad|27	cad|27	1	22	.	22	149
cad|50	cad|50	1	20	.	20	242
cad|138	cad|138	1	17	.	17	113
cad|89	cad|89	1	18	.	18	251
cad|8	cad|8	1	19	.	19	161
ccmK|119	ccmK|119	1	20	.	20	439
ccmK|28	ccmK|28	1	20	.	20	137
ccmK|39	ccmK|39	1	20	.	20	486
ccmK|55	ccmK|55	1	21	.	21	226
ccmK|76	ccmK|76	1	17	.	17	239
slr0722|138	slr0722|138	1	20	.	20	101
slr0722|7	slr0722|7	1	18	.	18	567
slr0722|65	slr0722|65	1	17	.	17	157
slr0722|104	slr0722|104	1	19	.	19	54
slr0722|88	slr0722|88	1	22	.	22	203
hhoA|23	hhoA|23	1	22	.	22	249
hhoA|9	hhoA|9	1	20	.	20	141
hhoA|133	hhoA|133	1	17	.	17	169
hhoA|114	hhoA|114	1	17	.	17	94
hhoA|76	hhoA|76	1	19	.	19	308
cbiF|116	cbiF|116	1	21	.	21	207
cbiF|165	cbiF|165	1	19	.	19	435
cbiF|53	cbiF|53	1	20	.	20	213
cbiF|76	cbiF|76	1	17	.	17	80
cbiF|130	cbiF|130	1	17	.	17	57
slr1485|88	slr1485|88	1	20	.	20	161
slr1485|71	slr1485|71	1	18	.	18	509
slr1485|143	slr1485|143	1	21	.	21	523
slr1485|26	slr1485|26	1	19	.	19	446
slr1485|55	slr1485|55	1	19	.	19	182
slr1484|79	slr1484|79	1	20	.	20	196
slr1484|65	slr1484|65	1	18	.	18	264
slr1484|44	slr1484|44	1	22	.	22	27
slr1484|25	slr1484|25	1	20	.	20	82
slr1484|144	slr1484|144	1	22	.	22	91
iutA|114	iutA|114	1	20	.	20	158
iutA|186	iutA|186	1	21	.	21	214
iutA|301	iutA|301	1	20	.	20	47
iutA|84	iutA|84	1	20	.	20	157
iutA|238	iutA|238	1	18	.	18	94
pheA|52	pheA|52	1	20	.	20	76
pheA|3	pheA|3	1	18	.	18	41
pheA|114	pheA|114	1	21	.	21	221
pheA|30	pheA|30	1	20	.	20	70
pheA|136	pheA|136	1	22	.	22	242
slr1119|50	slr1119|50	1	18	.	18	185
slr1119|70	slr1119|70	1	19	.	19	413
slr1119|13	slr1119|13	1	17	.	17	207
slr1119|83	slr1119|83	1	20	.	20	128
slr1119|105	slr1119|105	1	22	.	22	141
ccmL|25	ccmL|25	1	21	.	21	99
ccmL|184	ccmL|184	1	22	.	22	32
ccmL|173	ccmL|173	1	17	.	17	258
ccmL|215	ccmL|215	1	19	.	19	141
ccmL|48	ccmL|48	1	19	.	19	380
slr1117|56	slr1117|56	1	18	.	18	191
slr1117|76	slr1117|76	1	20	.	20	412
slr1117|91	slr1117|91	1	22	.	22	161
slr1117|41	slr1117|41	1	19	.	19	85
slr1117|22	slr1117|22	1	19	.	19	218
slr1116|253	slr1116|253	1	18	.	18	198
slr1116|31	slr1116|31	1	22	.	22	148
slr1116|230	slr1116|230	1	22	.	22	145
slr1116|218	slr1116|218	1	17	.	17	221
slr1116|76	slr1116|76	1	18	.	18	147
slr1115|34	slr1115|34	1	22	.	22	229
slr1115|137	slr1115|137	1	20	.	20	190
slr1115|73	slr1115|73	1	20	.	20	108
slr1115|49	slr1115|49	1	19	.	19	58
slr1115|124	slr1115|124	1	18	.	18	322
slr1114|32	slr1114|32	1	21	.	21	60
slr1114|48	slr1114|48	1	17	.	17	179
slr1114|74	slr1114|74	1	17	.	17	157
slr1114|59	slr1114|59	1	18	.	18	144
slr1114|19	slr1114|19	1	18	.	18	152
slr1113|88	slr1113|88	1	20	.	20	218
slr1113|19	slr1113|19	1	20	.	20	188
slr1113|46	slr1113|46	1	21	.	21	73
slr1113|58	slr1113|58	1	20	.	20	216
slr1113|74	slr1113|74	1	18	.	18	127
slr1110|117	slr1110|117	1	22	.	22	144
slr1110|132	slr1110|132	1	17	.	17	97
slr1110|106	slr1110|106	1	17	.	17	105
slr1110|91	slr1110|91	1	19	.	19	54
slr1110|27	slr1110|27	1	19	.	19	99
ssl1326|241	ssl1326|241	1	20	.	20	81
ssl1326|103	ssl1326|103	1	20	.	20	153
ssl1326|52	ssl1326|52	1	20	.	20	275
ssl1326|64	ssl1326|64	1	20	.	20	204
sll1041|56	sll1041|56	1	17	.	17	203
sll1041|44	sll1041|44	1	19	.	19	147
sll1041|68	sll1041|68	1	19	.	19	555
sll1041|9	sll1041|9	1	18	.	18	144
sll1041|32	sll1041|32	1	20	.	20	200
slr0236|104	slr0236|104	1	19	.	19	230
slr0236|11	slr0236|11	1	20	.	20	117
slr0236|123	slr0236|123	1	20	.	20	340
slr0236|25	slr0236|25	1	19	.	19	133
slr0236|52	slr0236|52	1	17	.	17	24
slr0725|118	slr0725|118	1	20	.	20	129
slr0725|239	slr0725|239	1	18	.	18	64
slr0725|61	slr0725|61	1	18	.	18	237
slr0725|4	slr0725|4	1	17	.	17	185
slr0725|105	slr0725|105	1	22	.	22	155
sll1204|7	sll1204|7	1	21	.	21	476
sll1204|383	sll1204|383	1	18	.	18	121
sll1204|372	sll1204|372	1	18	.	18	139
sll1204|337	sll1204|337	1	22	.	22	72
sll1204|352	sll1204|352	1	19	.	19	196
sll1049|52	sll1049|52	1	18	.	18	125
sll1049|185	sll1049|185	1	22	.	22	239
sll1049|80	sll1049|80	1	19	.	19	93
sll1049|153	sll1049|153	1	22	.	22	168
sll1049|67	sll1049|67	1	19	.	19	211
sll1062|64	sll1062|64	1	17	.	17	164
sll1062|305	sll1062|305	1	20	.	20	109
sll1062|85	sll1062|85	1	17	.	17	156
sll1062|282	sll1062|282	1	17	.	17	167
ssr3000|70	ssr3000|70	1	20	.	20	403
ssr3000|136	ssr3000|136	1	20	.	20	20
ssr3000|38	ssr3000|38	1	22	.	22	225
ssr3000|55	ssr3000|55	1	20	.	20	350
ssr3000|118	ssr3000|118	1	18	.	18	121
atp1|338	atp1|338	1	20	.	20	116
atp1|6	atp1|6	1	17	.	17	87
atp1|274	atp1|274	1	17	.	17	48
atp1|130	atp1|130	1	18	.	18	227
atp1|39	atp1|39	1	20	.	20	74
sll1203|312	sll1203|312	1	19	.	19	135
sll1203|211	sll1203|211	1	18	.	18	158
sll1203|99	sll1203|99	1	22	.	22	170
sll1203|51	sll1203|51	1	19	.	19	126
sll1203|31	sll1203|31	1	17	.	17	127
sll1202|282	sll1202|282	1	22	.	22	101
sll1202|168	sll1202|168	1	20	.	20	132
sll1202|499	sll1202|499	1	17	.	17	110
sll1202|231	sll1202|231	1	22	.	22	127
sll1202|324	sll1202|324	1	20	.	20	79
sll0219|67	sll0219|67	1	17	.	17	124
sll0219|9	sll0219|9	1	22	.	22	105
sll0219|128	sll0219|128	1	17	.	17	73
sll0219|25	sll0219|25	1	17	.	17	128
sll0219|100	sll0219|100	1	22	.	22	217
rfbD2|179	rfbD2|179	1	22	.	22	139
rfbD2|118	rfbD2|118	1	17	.	17	187
rfbD2|202	rfbD2|202	1	21	.	21	357
rfbD2|86	rfbD2|86	1	19	.	19	275
rfbD2|156	rfbD2|156	1	17	.	17	142
slr1494|151	slr1494|151	1	20	.	20	127
slr1494|3	slr1494|3	1	21	.	21	187
slr1494|96	slr1494|96	1	18	.	18	171
slr1494|281	slr1494|281	1	17	.	17	202
slr1494|168	slr1494|168	1	18	.	18	169
slr1495|39	slr1495|39	1	22	.	22	226
slr1495|82	slr1495|82	1	18	.	18	276
slr1495|21	slr1495|21	1	19	.	19	174
slr1495|50	slr1495|50	1	20	.	20	306
slr1495|61	slr1495|61	1	17	.	17	157
slr1493|136	slr1493|136	1	22	.	22	252
slr1493|249	slr1493|249	1	19	.	19	207
slr1493|5	slr1493|5	1	21	.	21	244
slr1493|46	slr1493|46	1	20	.	20	31
slr1493|21	slr1493|21	1	17	.	17	221
slr0742|79	slr0742|79	1	21	.	21	3
slr0742|161	slr0742|161	1	18	.	18	48
slr0742|117	slr0742|117	1	21	.	21	9
slr0742|93	slr0742|93	1	19	.	19	21
slr0742|30	slr0742|30	1	17	.	17	154
morR|4	morR|4	1	21	.	21	213
morR|88	morR|88	1	20	.	20	226
morR|126	morR|126	1	18	.	18	330
morR|104	morR|104	1	18	.	18	133
morR|71	morR|71	1	20	.	20	63
slr1100|124	slr1100|124	1	17	.	17	292
slr1100|83	slr1100|83	1	19	.	19	63
slr1100|24	slr1100|24	1	22	.	22	190
slr1100|181	slr1100|181	1	20	.	20	207
slr1100|159	slr1100|159	1	17	.	17	139
chlD|26	chlD|26	1	17	.	17	53
chlD|124	chlD|124	1	18	.	18	360
chlD|15	chlD|15	1	21	.	21	63
chlD|56	chlD|56	1	17	.	17	37
chlD|4	chlD|4	1	22	.	22	119
sll0217|56	sll0217|56	1	18	.	18	286
sll0217|38	sll0217|38	1	17	.	17	192
sll0217|7	sll0217|7	1	22	.	22	156
sll0217|21	sll0217|21	1	22	.	22	302
sll0217|76	sll0217|76	1	21	.	21	292
sll0216|95	sll0216|95	1	22	.	22	278
sll0216|115	sll0216|115	1	18	.	18	136
sll0216|23	sll0216|23	1	18	.	18	216
