Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
CO2_30_g8_r3_T1	100.0	2466873	0.4421483030814321	88.51725382082073	51.0	19.951715509535845	18	45.45454545454545	3056468.0
CO2_4_g0_r1_T1	100.0	1999744	0.9195157389048575	88.11046895441295	52.0	19.873367525220292	18	45.45454545454545	2449119.0
CO2_4_g0_r2_T1	100.0	2311314	0.8977942123012889	87.64364013770205	51.0	20.222244242819805	18	45.45454545454545	2855912.0
CO2_4_g0_r3_T1	100.0	3045490	0.7432319170828351	89.48494887623724	51.0	19.960239794259174	18	45.45454545454545	3717687.0
CO2_4_g0_r4_T1	100.0	2195254	0.3893242283931995	87.5328314070447	51.0	20.141270547406233	18	45.45454545454545	2713177.0
CO2_4_g10_r1_T1	100.0	2981706	0.4159325572661579	88.60648733195914	50.0	20.108260952952104	18	45.45454545454545	3738467.0
CO2_4_g10_r2_T1	100.0	2779618	0.424920724451903	88.28698565765085	51.0	20.05947583799464	18	45.45454545454545	3483465.0
CO2_4_g10_r3_T1	100.0	2889290	0.8671905747708495	89.04613213038925	51.0	19.94886470890938	18	45.45454545454545	3597007.0
CO2_4_g10_r4_T1	100.0	2706700	0.9184651917919879	88.9103488953037	51.0	19.866107299585885	18	45.45454545454545	3365232.0
CO2_4_g4_r1_T1	100.0	2794578	0.7570306132184285	88.36487506981094	51.0	20.066405879830093	18	45.45454545454545	3471801.0
CO2_4_g4_r2_T1	100.0	3832896	0.44274173950120754	89.7574508274481	51.0	19.957651130387504	18	45.45454545454545	4752618.0
CO2_4_g4_r3_T1	100.0	3346972	0.4147556232047836	88.82069707904486	51.0	20.20537636057323	18	45.45454545454545	4173976.0
CO2_4_g4_r4_T1	100.0	2892804	0.4149140525888743	88.25675506691485	51.0	20.091939738060073	18	45.45454545454545	3604796.0
CO2_4_g8_r1_T1	100.0	3128764	0.7123608208199149	89.90673717141901	51.0	19.773805396836345	18	45.45454545454545	3856741.0
CO2_4_g8_r2_T1	100.0	3062879	0.3892227655053304	89.03266899954947	51.0	19.97372921696187	18	45.45454545454545	3812905.0
CO2_4_g8_r3_T1	100.0	3251044	0.5997702588678023	88.94931996374562	51.0	20.153056766355522	18	45.45454545454545	4062741.0
CO2_4_g8_r4_T1	100.0	2771011	0.40702709071140897	89.08641354239467	51.0	19.864826611492585	18	45.45454545454545	3433013.0
CO2_amb_g0_r1_T1	100.0	7072061	0.2223710183095865	88.59154734131225	52.0	20.24768410989033	20	36.36363636363637	9745389.0
CO2_amb_g0_r2_T1	100.0	7049998	0.26562116440804917	86.95260310788339	51.0	20.29747218186934	20	36.36363636363637	9858858.0
CO2_amb_g0_r3_T1	100.0	5976404	0.2302699992402285	87.77767092273794	52.0	20.258250635417703	20	36.36363636363637	8269757.0
CO2_amb_g10_r1_T1	100.0	7938330	0.29825857031617675	86.9966886384099	51.0	20.323327148269478	20	36.36363636363637	11327827.0
CO2_amb_g10_r2_T1	100.0	7168611	0.26488148770580405	88.08784148748384	51.0	20.286233970162296	20	36.36363636363637	10130873.0
CO2_amb_g10_r3_T1	100.0	7228276	0.27465828645206974	87.87057156311873	51.0	20.292880369582544	20	36.36363636363637	10204378.0
CO2_amb_g4_r1_T1	100.0	6002179	0.23780835883163448	87.53507070539153	52.0	20.266169047028708	20	36.36363636363637	8376947.0
CO2_amb_g4_r2_T1	100.0	3960085	0.22265891250335842	86.89272652531564	52.0	20.253989609639632	20	36.36363636363637	5513572.0
CO2_amb_g4_r3_T1	100.0	4482590	0.24652364775315425	86.46443549069018	52.0	20.289381347576608	20	36.36363636363637	6265974.0
CO2_amb_g8_r1_T1	100.0	4611031	0.24672208835207873	86.82427091144751	51.0	20.283140117136647	20	36.36363636363637	6512394.0
CO2_amb_g8_r2_T1	100.0	4631995	0.22768502093430065	87.47672887187342	52.0	20.276323461084715	20	36.36363636363637	6519251.0
CO2_amb_g8_r3_T1	100.0	6419075	0.2475936314768629	88.48697849512507	52.0	20.240172358065248	20	36.36363636363637	8965986.0
